model,fold,tpr,fpr
IR,5,0.48597475455820477,0.05468025949953661
IR,5,0.48667601683029454,0.05468025949953661
IR,5,0.48667601683029454,0.0551436515291937
IR,5,0.4887798036465638,0.0551436515291937
IR,5,0.4887798036465638,0.05560704355885079
IR,5,0.4894810659186536,0.05560704355885079
IR,5,0.4894810659186536,0.056533827618164965
IR,5,0.4908835904628331,0.056533827618164965
IR,5,0.4908835904628331,0.056997219647822055
IR,5,0.4992987377279102,0.056997219647822055
IR,5,0.4992987377279102,0.057460611677479144
IR,5,0.5021037868162693,0.057460611677479144
IR,5,0.5021037868162693,0.05792400370713624
IR,5,0.5035063113604488,0.05792400370713624
IR,5,0.5035063113604488,0.05931417979610751
IR,5,0.5112201963534362,0.05931417979610751
IR,5,0.5112201963534362,0.0597775718257646
IR,5,0.5140252454417953,0.0597775718257646
IR,5,0.5140252454417953,0.060240963855421686
IR,5,0.5154277699859747,0.060240963855421686
IR,5,0.5154277699859747,0.060704355885078776
IR,5,0.5168302945301543,0.060704355885078776
IR,5,0.5168302945301543,0.061167747914735865
IR,5,0.5182328190743338,0.061167747914735865
IR,5,0.5182328190743338,0.061631139944392954
IR,5,0.5238429172510519,0.061631139944392954
IR,5,0.5238429172510519,0.06209453197405004
IR,5,0.5252454417952315,0.06209453197405004
IR,5,0.5252454417952315,0.06348470806302131
IR,5,0.5273492286115007,0.06348470806302131
IR,5,0.5273492286115007,0.0639481000926784
IR,5,0.5287517531556802,0.0639481000926784
IR,5,0.5287517531556802,0.06441149212233549
IR,5,0.52945301542777,0.06441149212233549
IR,5,0.52945301542777,0.06487488415199258
IR,5,0.5308555399719496,0.06487488415199258
IR,5,0.5308555399719496,0.06533827618164968
IR,5,0.5336605890603086,0.06533827618164968
IR,5,0.5336605890603086,0.06580166821130677
IR,5,0.5357643758765779,0.06580166821130677
IR,5,0.5357643758765779,0.06626506024096386
IR,5,0.5364656381486677,0.06626506024096386
IR,5,0.5364656381486677,0.06672845227062095
IR,5,0.5385694249649369,0.06672845227062095
IR,5,0.5385694249649369,0.06719184430027804
IR,5,0.5406732117812062,0.06719184430027804
IR,5,0.5406732117812062,0.06811862835959222
