bin,coverage,motif,group,region
0,0.00011907597046915932,G4_3t_long,Spliced,left
1,0.00011907597046915932,G4_3t_long,Spliced,left
2,0.00011907597046915932,G4_3t_long,Spliced,left
3,0.00023815194093831864,G4_3t_long,Spliced,left
4,0.00023815194093831864,G4_3t_long,Spliced,left
5,0.0004763038818766373,G4_3t_long,Spliced,left
6,0.0004763038818766373,G4_3t_long,Spliced,left
7,0.0004763038818766373,G4_3t_long,Spliced,left
8,0.0005953798523457966,G4_3t_long,Spliced,left
9,0.0005953798523457966,G4_3t_long,Spliced,left
10,0.0007144558228149559,G4_3t_long,Spliced,left
11,0.0007144558228149559,G4_3t_long,Spliced,left
12,0.0009526077637532746,G4_3t_long,Spliced,left
13,0.0010716837342224339,G4_3t_long,Spliced,left
14,0.0010716837342224339,G4_3t_long,Spliced,left
15,0.0010716837342224339,G4_3t_long,Spliced,left
16,0.0019052155275065491,G4_3t_long,Spliced,left
17,0.0022624434389140274,G4_3t_long,Spliced,left
18,0.00357227911407478,G4_3t_long,Spliced,left
19,0.004048582995951417,G4_3t_long,Spliced,left
20,0.017146939747558942,G4_3t_long,Spliced,core
21,0.014765420338175756,G4_3t_long,Spliced,core
22,0.01226482495832341,G4_3t_long,Spliced,core
23,0.011669445105977614,G4_3t_long,Spliced,core
24,0.011431293165039295,G4_3t_long,Spliced,core
25,0.013217432722076684,G4_3t_long,Spliced,core
26,0.013217432722076684,G4_3t_long,Spliced,core
27,0.013574660633484163,G4_3t_long,Spliced,core
28,0.013693736603953323,G4_3t_long,Spliced,core
29,0.014646344367706596,G4_3t_long,Spliced,core
30,0.014527268397237437,G4_3t_long,Spliced,core
31,0.013455584663015004,G4_3t_long,Spliced,core
32,0.012741128840200048,G4_3t_long,Spliced,core
33,0.012622052869730888,G4_3t_long,Spliced,core
34,0.013217432722076684,G4_3t_long,Spliced,core
35,0.01238390092879257,G4_3t_long,Spliced,core
36,0.012979280781138367,G4_3t_long,Spliced,core
37,0.012860204810669207,G4_3t_long,Spliced,core
38,0.012979280781138367,G4_3t_long,Spliced,core
39,0.012502976899261728,G4_3t_long,Spliced,core
40,0.012502976899261728,G4_3t_long,Spliced,core
41,0.012145748987854251,G4_3t_long,Spliced,core
42,0.012502976899261728,G4_3t_long,Spliced,core
43,0.013217432722076684,G4_3t_long,Spliced,core
44,0.012860204810669207,G4_3t_long,Spliced,core
45,0.012622052869730888,G4_3t_long,Spliced,core
46,0.01381281257442248,G4_3t_long,Spliced,core
47,0.013693736603953323,G4_3t_long,Spliced,core
48,0.012502976899261728,G4_3t_long,Spliced,core
49,0.012860204810669207,G4_3t_long,Spliced,core
50,0.01226482495832341,G4_3t_long,Spliced,core
51,0.011788521076446772,G4_3t_long,Spliced,core
52,0.011907597046915932,G4_3t_long,Spliced,core
53,0.011907597046915932,G4_3t_long,Spliced,core
54,0.010954989283162658,G4_3t_long,Spliced,core
55,0.010835913312693499,G4_3t_long,Spliced,core
56,0.010716837342224339,G4_3t_long,Spliced,core
57,0.01047868540128602,G4_3t_long,Spliced,core
58,0.01059776137175518,G4_3t_long,Spliced,core
59,0.010359609430816862,G4_3t_long,Spliced,core
60,0.009764229578471064,G4_3t_long,Spliced,core
61,0.009764229578471064,G4_3t_long,Spliced,core
62,0.010002381519409383,G4_3t_long,Spliced,core
63,0.010835913312693499,G4_3t_long,Spliced,core
64,0.010359609430816862,G4_3t_long,Spliced,core
