class_hls,delta
LL-RIs,419.60632829888954
LL-RIs,389.81320325773174
LL-RIs,355.26952571195335
LL-RIs,398.9554578864219
LL-RIs,425.34540206242247
LL-RIs,405.1148866616503
LL-RIs,406.0744881527596
LL-RIs,411.3995656280858
LL-RIs,419.3979253794974
LL-RIs,423.3877662381288
LL-RIs,445.2422550650902
LL-RIs,400.92487420161535
LL-RIs,402.7663505394506
LL-RIs,420.0739659822258
LL-RIs,427.01871476458984
LL-RIs,423.2358204382316
LL-RIs,414.39350673878494
LL-RIs,403.9355982121392
LL-RIs,380.6406108389559
LL-RIs,410.77715063665545
LL-RIs,412.8029410664641
LL-RIs,395.43542057300107
LL-RIs,436.7702280759522
LL-RIs,357.11196865058406
LL-RIs,429.1897928617885
LL-RIs,410.5861037173947
LL-RIs,393.5121202032228
LL-RIs,411.95120142019294
LL-RIs,398.2027752320478
LL-RIs,428.4240550673069
LL-RIs,404.53781938743003
LL-RIs,436.1251365045907
LL-RIs,426.34887257158437
LL-RIs,376.25935898236315
LL-RIs,399.2349417444191
LL-RIs,429.25609576800025
LL-RIs,434.1765261014963
LL-RIs,385.3641883106297
LL-RIs,425.272385095258
LL-RIs,393.1417646817518
LL-RIs,352.15933776757925
LL-RIs,422.35992102697793
LL-RIs,407.1657934951375
LL-RIs,381.5428659751958
LL-RIs,398.1564821450609
LL-RIs,417.32602321083846
LL-RIs,397.7963625670642
LL-RIs,415.24767320138625
LL-RIs,387.63926850527855
LL-RIs,389.8823133535725
LL-RIs,397.39808120240485
LL-RIs,385.458819274915
LL-RIs,390.0449220567518
LL-RIs,420.011113608743
LL-RIs,426.43476694942973
LL-RIs,399.3102055533676
LL-RIs,387.3841119341305
LL-RIs,411.95591942694364
LL-RIs,391.82793792883473
LL-RIs,416.3660927384031
LL-RIs,415.33233767251323
LL-RIs,437.35304993053813
LL-RIs,440.81975412349874
LL-RIs,440.014873663556
LL-RIs,401.3446262953234
LL-RIs,389.77631033793756
LL-RIs,393.39914700574707
LL-RIs,349.50287206096976
LL-RIs,376.4061314177587
LL-RIs,398.0377149107366
LL-RIs,395.40059627530667
LL-RIs,389.8160160099502
LL-RIs,424.27362258354475
LL-RIs,367.5824351924354
LL-RIs,443.8404399426415
LL-RIs,415.7083778158198
LL-RIs,391.99463574114935
LL-RIs,427.8234603458463
LL-RIs,401.42660787661333
LL-RIs,411.32896491069783
LL-RIs,403.98909110102863
LL-RIs,382.6900612391751
LL-RIs,429.1984617136615
LL-RIs,425.1823073861052
LL-RIs,448.8452965560412
LL-RIs,382.0001317145251
LL-RIs,406.0731064994315
LL-RIs,387.1047017820131
LL-RIs,398.6413879184285
LL-RIs,389.33891367743246
LL-RIs,368.7963721432108
LL-RIs,398.90626212075887
LL-RIs,422.52719067302746
LL-RIs,345.8628127421054
LL-RIs,367.45672193920575
LL-RIs,379.3184632508155
LL-RIs,433.98560222601736
LL-RIs,398.66979911658996
LL-RIs,398.71340318355385
LL-RIs,412.2620556099479
LL-RIs,411.7814588037839
LL-RIs,393.60387595668544
LL-RIs,373.3079840134093
LL-RIs,414.1573047224297
LL-RIs,412.0204945248592
LL-RIs,459.4439350416236
LL-RIs,399.304960746414
LL-RIs,399.079452655532
LL-RIs,395.81831561099654
LL-RIs,410.5419889744919
LL-RIs,404.81183743013685
LL-RIs,398.84381751161925
LL-RIs,419.2148778745292
LL-RIs,362.96865887020033
LL-RIs,403.2045873692102
LL-RIs,387.3556436522975
LL-RIs,397.17176556477995
LL-RIs,450.318656824377
LL-RIs,424.45169197255893
LL-RIs,362.5408844483707
LL-RIs,405.57181038103295
LL-RIs,423.2822160457524
LL-RIs,397.2677851948238
LL-RIs,400.82213124133483
LL-RIs,411.26504834652053
LL-RIs,407.58789123136717
LL-RIs,368.26620412353174
LL-RIs,402.32724901430817
LL-RIs,386.8380340198058
LL-RIs,425.9487991809352
SL-RIs,152.95992393505998
SL-RIs,172.42634186090308
SL-RIs,161.1672447397706
SL-RIs,146.1968498038322
SL-RIs,158.35385894725633
SL-RIs,152.52319599737893
SL-RIs,132.56331132979395
SL-RIs,176.24850646821213
SL-RIs,177.70764696819757
SL-RIs,165.8177098825281
SL-RIs,161.14923640730288
SL-RIs,149.9404408908526
SL-RIs,151.2623821678583
SL-RIs,163.82700313726787
SL-RIs,154.0338165284305
SL-RIs,167.8744585963731
SL-RIs,157.42656848713048
SL-RIs,161.05532170675863
SL-RIs,164.4914127676968
SL-RIs,173.151019016983
SL-RIs,166.62107211460258
SL-RIs,173.7506440363788
SL-RIs,162.4013831399475
SL-RIs,162.26027187590722
SL-RIs,168.6834966213712
SL-RIs,151.8633191222494
SL-RIs,159.26667934706305
SL-RIs,149.60113971184052
SL-RIs,165.75392894318273
SL-RIs,175.97620849250018
SL-RIs,171.4754137574181
SL-RIs,166.19744100338573
SL-RIs,152.5092198161289
SL-RIs,178.67436924092058
SL-RIs,160.68035697605904
SL-RIs,189.3588444522022
SL-RIs,163.99215154606898
SL-RIs,162.68253672347154
SL-RIs,162.69563013091454
SL-RIs,159.04050019944717
SL-RIs,150.42783855088027
SL-RIs,161.40335593256412
SL-RIs,148.82803227358605
SL-RIs,173.28148670940644
SL-RIs,166.19200245579793
SL-RIs,180.95800842788898
SL-RIs,176.25002378569448
SL-RIs,145.60536393124937
SL-RIs,178.4216323656992
SL-RIs,175.8315633748955
SL-RIs,176.99180536025534
SL-RIs,154.57915825191262
SL-RIs,154.6627343461436
SL-RIs,160.42757329369726
SL-RIs,153.40239901674576
SL-RIs,173.42164702879106
SL-RIs,157.05120152661536
SL-RIs,154.40274720440513
SL-RIs,159.80595375955014
SL-RIs,162.43369710346187
SL-RIs,174.21801264668719
SL-RIs,171.53585736295824
SL-RIs,140.3190810350102
SL-RIs,180.23472791217858
SL-RIs,186.4250538556917
SL-RIs,193.94727860614992
SL-RIs,171.80793426533384
SL-RIs,144.13641495465623
SL-RIs,173.4424426400414
SL-RIs,166.57144540017907
SL-RIs,164.2481316578665
SL-RIs,154.88690718676852
SL-RIs,158.494513434649
SL-RIs,152.97125855362236
SL-RIs,173.7339248424987
SL-RIs,138.7156860007713
SL-RIs,158.38550228577162
SL-RIs,169.73959132721282
SL-RIs,160.16144961358793
SL-RIs,182.52693753284098
SL-RIs,171.67018656586717
SL-RIs,155.41421575229276
SL-RIs,138.45833722996463
SL-RIs,164.9703035712785
SL-RIs,150.48286128730422
SL-RIs,146.44484156130252
SL-RIs,158.38487267006514
SL-RIs,153.9502613434797
SL-RIs,151.01836313907006
SL-RIs,159.05875951128735
SL-RIs,149.89861613300016
SL-RIs,161.6553829768511
SL-RIs,188.82043526053232
SL-RIs,169.44015531799715
SL-RIs,156.42665322059065
SL-RIs,172.8943641365954
SL-RIs,155.38338791627194
SL-RIs,161.89325045573773
SL-RIs,152.69850451980457
SL-RIs,159.31929272113163
SL-RIs,149.16510594832707
SL-RIs,157.03415766406837
SL-RIs,178.58457565512265
SL-RIs,187.8842005487548
SL-RIs,167.90396691556936
SL-RIs,182.89937988771027
SL-RIs,164.5171650814259
SL-RIs,156.29102430384899
SL-RIs,135.12660085663853
SL-RIs,142.5632000206196
SL-RIs,166.2264044792204
SL-RIs,137.73387910106737
SL-RIs,160.19443404928253
SL-RIs,161.21375810533297
SL-RIs,164.69427810958368
SL-RIs,159.5953853225605
SL-RIs,162.73402742504373
SL-RIs,137.2217087629291
SL-RIs,153.2190659146864
SL-RIs,177.88605262476972
SL-RIs,158.3365633435165
SL-RIs,155.596000663004
SL-RIs,185.18331983405938
SL-RIs,151.24202333695624
SL-RIs,165.37248737843132
SL-RIs,148.6545590636056
SL-RIs,142.84022760976055
SL-RIs,150.94075081397278
SL-RIs,137.08001414787225
SL-RIs,160.6148380554239
SL-RIs,188.48636980009994
SL-RIs,175.73568484560994
SL-RIs,158.76633648353217
SL-RIs,161.3862833694906
SL-RIs,163.7695777192149
SL-RIs,159.62128886005445
SL-RIs,166.4614026998882
SL-RIs,166.19190856386103
SL-RIs,168.88622132377577
SL-RIs,160.9557647638692
SL-RIs,168.65167637980596
SL-RIs,157.1832822772243
SL-RIs,169.730494560706
SL-RIs,168.81486579224818
SL-RIs,164.73458215655864
SL-RIs,174.64444039400522
SL-RIs,167.68962186795403
SL-RIs,146.10340366353975
SL-RIs,174.0099111592985
SL-RIs,164.72312673450423
SL-RIs,163.8721357414633
SL-RIs,159.4790642628276
SL-RIs,176.0251739991831
SL-RIs,163.41018483542823
SL-RIs,167.92913722559172
SL-RIs,180.38644096041534
SL-RIs,171.93344201884693
SL-RIs,156.02485102465818
SL-RIs,151.54453822467354
SL-RIs,163.26526314149694
SL-RIs,138.55457748060044
SL-RIs,163.0321523421463
SL-RIs,149.96478768893087
SL-RIs,145.15447732205456
SL-RIs,158.54957530440768
SL-RIs,180.22731744772247
SL-RIs,162.06031699571514
SL-RIs,151.39019058398975
SL-RIs,174.8185052587221
SL-RIs,147.4991034165545
SL-RIs,141.09357756591064
SL-RIs,163.3048123521098
SL-RIs,164.10711259414634
SL-RIs,147.64804626939275
SL-RIs,162.3383022558051
SL-RIs,142.53111315707025
SL-RIs,142.59196083267014
SL-RIs,158.84996785727873
SL-RIs,177.67159505406732
SL-RIs,145.63442882278184
SL-RIs,161.52307001086663
SL-RIs,173.42299626590795
SL-RIs,163.31499612856797
SL-RIs,168.37915430373016
SL-RIs,150.8514445595973
SL-RIs,179.42398862229803
SL-RIs,186.07964496102247
SL-RIs,138.45509628371525
SL-RIs,178.19119872054242
SL-RIs,167.61566900530457
SL-RIs,160.7488676708413
SL-RIs,162.7179028991798
SL-RIs,153.8953275391633
SL-RIs,183.11412956773418
SL-RIs,153.46284011161845
SL-RIs,210.42868054728999
SL-RIs,142.6883972641235
SL-RIs,165.5791613775426
SL-RIs,160.0825008897693
SL-RIs,186.10873205115408
SL-RIs,157.70914777306976
SL-RIs,165.4274639812807
SL-RIs,171.53647573873675
SL-RIs,158.89481320915516
SL-RIs,182.06717668558036
SL-RIs,168.84200645425662
SL-RIs,165.8538813276679
SL-RIs,167.30697309583078
SL-RIs,189.13052981823247
SL-RIs,174.5887096719934
SL-RIs,170.31369375299926
SL-RIs,156.5767361991201
SL-RIs,170.27850633053964
SL-RIs,171.61638202753988
SL-RIs,154.79464236539596
SL-RIs,148.5828602868177
SL-RIs,162.6421135454894
SL-RIs,151.60201561094533
SL-RIs,150.20187427193915
SL-RIs,165.2291287601275
SL-RIs,178.34477069241157
SL-RIs,157.14794037498913
SL-RIs,129.03188680600817
SL-RIs,142.99947920891094
SL-RIs,160.2961774084716
SL-RIs,182.0745461087968
SL-RIs,161.8770172545204
SL-RIs,156.88366582974078
SL-RIs,149.09689795400385
SL-RIs,159.75770008740693
SL-RIs,191.14403584776764
SL-RIs,137.32887881267456
SL-RIs,172.44757723509267
SL-RIs,149.18551315895846
SL-RIs,185.8360688714891
SL-RIs,161.45530345589697
SL-RIs,175.22675010584697
SL-RIs,195.72183421261792
SL-RIs,130.88958367179265
SL-RIs,145.49489863650325
SL-RIs,146.63240456867288
SL-RIs,158.29290896925693
SL-RIs,171.89676950715935
SL-RIs,159.70636676408014
SL-RIs,160.1236869871967
SL-RIs,172.3497627419449
SL-RIs,145.2005411248269
SL-RIs,144.13696082875595
SL-RIs,145.40913794906032
SL-RIs,156.1999267635514
SL-RIs,155.61943357149502
SL-RIs,153.16280740232506
SL-RIs,153.89159295594712
SL-RIs,183.5563512483094
SL-RIs,149.96592986333297
SL-RIs,131.8102020471485
SL-RIs,172.42669792619847
SL-RIs,162.06111089110863
SL-RIs,141.2005759360152
SL-RIs,164.69292433730854
SL-RIs,160.7192748876413
SL-RIs,160.56365920769326
SL-RIs,160.46903453717164
SL-RIs,182.17472993446265
SL-RIs,172.42827771831452
SL-RIs,167.99199560795736
SL-RIs,165.95598332316123
SL-RIs,155.94502722506843
SL-RIs,150.12501182318107
SL-RIs,166.68446504679014
SL-RIs,156.58377103545246
SL-RIs,174.22485049069488
SL-RIs,173.86824343300904
SL-RIs,154.30624107792218
SL-RIs,148.22990500587196
SL-RIs,165.323236351212
SL-RIs,158.36891365192918
SL-RIs,171.48075914513876
SL-RIs,140.1833324279427
SL-RIs,161.83060779318797
SL-RIs,145.59097148969667
SL-RIs,154.84096444054836
SL-RIs,162.35983138807583
SL-RIs,169.62182548811276
SL-RIs,183.5105043248644
SL-RIs,153.7346878812199
SL-RIs,147.22142258882334
SL-RIs,173.12601478463475
SL-RIs,159.93442172006988
SL-RIs,162.29426516345893
SL-RIs,179.40727312599336
SL-RIs,170.60774226162548
SL-RIs,180.8142924476645
SL-RIs,152.96550396668002
SL-RIs,173.16857120437754
SL-RIs,156.6904271706685
SL-RIs,164.5617113833506
SL-RIs,160.39189356692688
SL-RIs,173.36579252507735
SL-RIs,157.56054880407746
SL-RIs,136.44195767171342
SL-RIs,155.7236776290104
SL-RIs,143.87111919281787
SL-RIs,147.27583225799174
SL-RIs,175.87498212345793
SL-RIs,168.0896140825111
SL-RIs,169.28119590444945
SL-RIs,160.17573279865175
SL-RIs,183.27910656651943
SL-RIs,182.1754032102173
SL-RIs,140.14733734370685
SL-RIs,167.73693566505156
SL-RIs,174.82948736233388
SL-RIs,175.13343118430163
SL-RIs,165.73323270202465
SL-RIs,168.13804143689833
SL-RIs,169.03772337527136
SL-RIs,179.99801966707284
SL-RIs,150.20374287598267
SL-RIs,170.7440239959695
SL-RIs,161.97601189538088
SL-RIs,160.29901464044102
SL-RIs,144.35889201347274
SL-RIs,151.89284328266385
SL-RIs,176.2042584205459
SL-RIs,183.22428755461436
SL-RIs,162.44498204943852
SL-RIs,168.8888734282599
SL-RIs,144.52613245554022
SL-RIs,158.80070786256047
SL-RIs,178.8310981369243
SL-RIs,152.20912916540817
SL-RIs,163.57453081080865
SL-RIs,167.70108062322421
SL-RIs,168.96397549401402
SL-RIs,185.4112044019951
SL-RIs,163.87400158214365
SL-RIs,158.32064668544498
SL-RIs,146.7008226636472
SL-RIs,143.11735343830688
SL-RIs,181.965722009135
SL-RIs,159.45185308187123
SL-RIs,166.1472524018988
SL-RIs,155.46204112754853
SL-RIs,160.4611219497884
SL-RIs,160.2728033839219
SL-RIs,169.9417026780244
SL-RIs,150.07026840483903
SL-RIs,162.2840050222073
SL-RIs,167.60690839183272
SL-RIs,168.686612663024
SL-RIs,149.72422044062213
SL-RIs,161.1239600149536
SL-RIs,141.44251518021161
SL-RIs,169.98510655115487
SL-RIs,151.60107077990654
SL-RIs,143.66426773271215
SL-RIs,185.3691021983715
SL-RIs,160.49164383624517
SL-RIs,158.93639624228604
SL-RIs,177.9634646690613
SL-RIs,176.27109855811952
SL-RIs,166.57739819118927
SL-RIs,168.61990690706187
SL-RIs,164.50810749508864
SL-RIs,149.3044917091553
SL-RIs,173.26219806985733
SL-RIs,156.20877683115484
SL-RIs,146.09925311008809
SL-RIs,169.90343784288763
SL-RIs,147.37766445829638
SL-RIs,180.75640845540124
SL-RIs,136.50888774098695
SL-RIs,158.17848600898057
SL-RIs,167.0725297423476
SL-RIs,152.16732524721718
SL-RIs,182.20334837222188
SL-RIs,153.2126085182768
SL-RIs,154.69208223961036
SL-RIs,174.05596420614572
SL-RIs,164.07529697255492
SL-RIs,153.32672383701566
SL-RIs,167.67379124198635
SL-RIs,165.47888161704634
SL-RIs,163.35716677801113
SL-RIs,178.149188880419
SL-RIs,167.2373409342662
SL-RIs,184.27813707210652
SL-RIs,161.29875697121324
SL-RIs,190.89929138438447
SL-RIs,170.5595164418679
SL-RIs,168.1765948018418
SL-RIs,155.5716237245346
SL-RIs,141.36413987216147
SL-RIs,173.2185512679249
SL-RIs,181.20643161016707
SL-RIs,146.8200300408345
SL-RIs,150.1655011670759
SL-RIs,159.70245004152127
SL-RIs,157.53508402115327
SL-RIs,180.0167579304849
SL-RIs,162.62370166358187
SL-RIs,147.81278714931918
SL-RIs,167.78172709135907
SL-RIs,157.63303790381636
SL-RIs,162.73940340636554
SL-RIs,151.32984330885486
SL-RIs,187.00861738599528
SL-RIs,161.24143567502313
SL-RIs,172.45628481670292
SL-RIs,179.28496703771583
SL-RIs,171.6514275553894
SL-RIs,173.66065400239538
SL-RIs,156.41324194039646
SL-RIs,186.6170058111241
SL-RIs,158.04655512105333
SL-RIs,150.8407801418034
SL-RIs,146.64570358055272
SL-RIs,161.3888240948167
SL-RIs,159.51357106445164
SL-RIs,161.57605671860514
SL-RIs,165.48920966188388
SL-RIs,175.10838577169386
SL-RIs,146.406159583421
SL-RIs,154.12891062155376
SL-RIs,148.59832074142815
SL-RIs,160.76781851253998
SL-RIs,157.89462520124704
SL-RIs,168.21443641456668
SL-RIs,151.48030972384592
SL-RIs,170.76640085764737
SL-RIs,158.44863274836175
SL-RIs,156.17761752821875
SL-RIs,187.6623262243053
SL-RIs,166.8802126210244
SL-RIs,182.74662466037057
SL-RIs,196.83807527217564
SL-RIs,154.04965536841556
SL-RIs,166.04408205674488
SL-RIs,164.3552950811495
SL-RIs,159.3879196703072
SL-RIs,157.4256557429504
SL-RIs,174.3475253019129
SL-RIs,148.7057054533872
SL-RIs,169.19702437139205
SL-RIs,151.45283319925213
SL-RIs,173.5433032707115
SL-RIs,148.85637907082125
SL-RIs,164.34242508348422
SL-RIs,173.29767296986546
SL-RIs,155.1738687869213
SL-RIs,172.55422051512363
SL-RIs,142.5398115121938
SL-RIs,172.6109698984774
SL-RIs,173.24488096578568
SL-RIs,164.15308023081764
SL-RIs,162.37893910066788
SL-RIs,163.87066630053508
SL-RIs,157.39483351814536
SL-RIs,141.87472523619692
SL-RIs,186.8609639349585
SL-RIs,161.29717084597328
SL-RIs,164.4419646408192
SL-RIs,152.98512010913242
SL-RIs,178.40274438238228
SL-RIs,176.84406755229153
SL-RIs,169.9307382682428
SL-RIs,138.48730886343364
SL-RIs,161.00872105337223
SL-RIs,169.78644032506628
SL-RIs,163.59683285803095
SL-RIs,147.21439648201397
SL-RIs,175.9831218718931
SL-RIs,148.49283815159507
SL-RIs,151.1862877259065
SL-RIs,160.99354820816762
SL-RIs,187.25783308537143
SL-RIs,161.3588453062667
SL-RIs,157.45791758560088
SL-RIs,157.45043550382542
SL-RIs,163.27941139310266
SL-RIs,179.56454125817376
SL-RIs,186.27216895510134
SL-RIs,163.72843987070814
SL-RIs,160.01846269241852
SL-RIs,161.78523827336903
SL-RIs,171.99268758452502
SL-RIs,156.03708923119416
SL-RIs,153.7302672419239
SL-RIs,165.16238441093145
SL-RIs,173.30428597042817
SL-RIs,171.0949680625964
SL-RIs,169.65925191514967
SL-RIs,169.97831500836756
SL-RIs,183.11031528950852
SL-RIs,139.34914739817594
SL-RIs,151.07440462577588
SL-RIs,139.1072474523751
SL-RIs,183.7345603728896
SL-RIs,145.73586229655692
SL-RIs,185.68871202101002
SL-RIs,154.78597899881834
SL-RIs,155.68778847191635
SL-RIs,164.67589734674354
SL-RIs,165.05576551608016
SL-RIs,157.4956268494423
SL-RIs,150.75179335755345
SL-RIs,181.92475028267123
SL-RIs,146.5121565657596
SL-RIs,155.1156856799032
SL-RIs,176.43913299159922
SL-RIs,164.35470269699047
SL-RIs,148.3996831459584
SL-RIs,159.3140476568758
SL-RIs,137.96189686183564
SL-RIs,168.80931139598616
SL-RIs,160.39527687951096
SL-RIs,169.2963825535019
SL-RIs,158.00521409382918
SL-RIs,181.1731557616073
SL-RIs,149.89793091341593
SL-RIs,145.86033357228777
SL-RIs,154.10780962178586
SL-RIs,174.68710311370913
SL-RIs,148.7936710573367
SL-RIs,182.6772746473153
SL-RIs,146.78794356122063
SL-RIs,148.20840860488155
SL-RIs,148.10586526939804
SL-RIs,179.07754051085934
SL-RIs,151.86703628241352
SL-RIs,160.8229425347924
SL-RIs,157.3863881821816
SL-RIs,187.2215041538666
SL-RIs,154.19996326772085
SL-RIs,153.51527579662823
SL-RIs,165.2650621789836
SL-RIs,163.76571177823496
SL-RIs,161.51864813098376
SL-RIs,172.76116554065345
SL-RIs,172.4373354151939
SL-RIs,140.42572991064023
SL-RIs,162.96335856507332
SL-RIs,169.320346326742
SL-RIs,140.33041371892435
SL-RIs,176.816626108518
SL-RIs,167.0323928516652
SL-RIs,157.39152410456927
SL-RIs,149.57032115000507
SL-RIs,160.312359714493
SL-RIs,179.8959096841318
SL-RIs,165.63019191331196
SL-RIs,160.01406700437843
SL-RIs,171.0968349402147
SL-RIs,168.85160089473453
SL-RIs,163.6528791408421
SL-RIs,154.56250631822394
SL-RIs,169.17401528436088
SL-RIs,159.22006964203956
SL-RIs,171.66197157578168
SL-RIs,156.89240407152002
SL-RIs,179.17474336043256
SL-RIs,169.92905471600497
SL-RIs,144.95831747323075
SL-RIs,173.49634883281684
SL-RIs,160.84765146645393
SL-RIs,144.54166293380806
SL-RIs,175.10434996600566
SL-RIs,166.2688025901821
SL-RIs,153.76385786123393
SL-RIs,155.94569361065166
SL-RIs,151.86533770263267
SL-RIs,164.91253381892025
SL-RIs,164.07252681434522
SL-RIs,181.6818818124321
SL-RIs,146.02056141964897
SL-RIs,164.5634720022123
SL-RIs,159.60749984033342
SL-RIs,142.19911691525343
SL-RIs,155.91315056455846
SL-RIs,169.03157556242664
SL-RIs,200.44373405201463
SL-RIs,134.04541913141696
SL-RIs,171.53966651284676
SL-RIs,173.01444938428114
SL-RIs,185.25993995297276
SL-RIs,155.71779867962306
SL-RIs,182.42335271014957
SL-RIs,153.48928078021845
SL-RIs,153.98468382808787
SL-RIs,159.36203781022678
SL-RIs,152.45639526265188
SL-RIs,162.65658035549748
SL-RIs,174.74615877349936
SL-RIs,199.48702806254298
SL-RIs,172.95369119866334
SL-RIs,167.85393673475554
SL-RIs,176.56885923317466
SL-RIs,170.9960578948625
SL-RIs,156.02469943322802
SL-RIs,143.9595179644386
SL-RIs,177.47387687203965
SL-RIs,139.7646855465358
SL-RIs,142.71519148422428
SL-RIs,155.5588742405469
SL-RIs,174.72472617676243
SL-RIs,185.25415587016516
SL-RIs,145.90488199524913
SL-RIs,143.99749328079056
SL-RIs,170.24942550656104
SL-RIs,166.8980961492532
SL-RIs,177.50189742423544
SL-RIs,158.32490177845855
SL-RIs,152.06370738293984
SL-RIs,154.3676046395944
SL-RIs,173.65925455491166
SL-RIs,160.01081195395062
SL-RIs,150.19282136490392
SL-RIs,173.3037592856878
SL-RIs,183.3615480720295
SL-RIs,185.09915585193235
SL-RIs,137.46441736889454
SL-RIs,184.70878984483284
SL-RIs,171.4186823808788
SL-RIs,164.3257760701829
SL-RIs,179.80286800809486
SL-RIs,170.7595953376951
SL-RIs,165.0735084189127
SL-RIs,160.85660118990822
SL-RIs,170.39957133695586
SL-RIs,150.7871712533701
SL-RIs,174.8748608715395
SL-RIs,143.9664856473486
SL-RIs,154.05902257054095
SL-RIs,162.8309377174696
SL-RIs,165.49755199375053
SL-RIs,153.66513108928476
SL-RIs,183.89807070790928
SL-RIs,163.1169091231536
SL-RIs,157.39216941925352
SL-RIs,153.57023012007372
SL-RIs,156.48563845341945
SL-RIs,165.92728439270488
SL-RIs,143.64489470391993
SL-RIs,145.43747825882986
SL-RIs,166.77687507517084
SL-RIs,165.03767512321338
SL-RIs,160.01233383810208
SL-RIs,178.8438991365027
SL-RIs,154.92798353605266
SL-RIs,178.74838940347877
SL-RIs,164.04121048383286
SL-RIs,195.16311692351908
SL-RIs,170.677844871707
SL-RIs,160.974543161016
SL-RIs,140.53007548271307
SL-RIs,153.054197625001
SL-RIs,168.1964284430511
SL-RIs,158.14469674039
SL-RIs,158.48184899943882
SL-RIs,187.39401710548424
SL-RIs,155.22917303184516
SL-RIs,180.02633111674896
SL-RIs,160.19449649962186
SL-RIs,152.90070296827082
SL-RIs,174.55871824874077
SL-RIs,193.00562721406718
SL-RIs,150.19367710432041
SL-RIs,128.25011245203862
SL-RIs,164.94699518967883
SL-RIs,146.53495063042493
SL-RIs,180.5818841141266
SL-RIs,169.20289649274767
SL-RIs,140.40183225123198
SL-RIs,154.5374633629913
SL-RIs,148.44225876553278
SL-RIs,164.93364315488265
SL-RIs,171.1138668717634
SL-RIs,196.66267434236494
SL-RIs,162.82173902707973
SL-RIs,150.9706989547504
SL-RIs,157.6454249795064
SL-RIs,166.68300696131016
SL-RIs,154.31950357851485
SL-RIs,167.37104638252703
SL-RIs,148.508296017831
SL-RIs,168.7979140664647
SL-RIs,152.39296253246923
SL-RIs,172.7018509415625
SL-RIs,146.9909921637129
SL-RIs,155.96288836764666
SL-RIs,173.4032383992613
SL-RIs,149.08356530583504
SL-RIs,155.37787695416046
SL-RIs,164.26423319450888
SL-RIs,173.65719599348657
SL-RIs,145.84412179941413
SL-RIs,151.68322595106815
SL-RIs,165.39873329487685
SL-RIs,161.53687940676895
SL-RIs,186.95273252464176
SL-RIs,147.79364404305244
SL-RIs,157.61408744120425
SL-RIs,166.9586684206706
SL-RIs,164.1869474088541
SL-RIs,181.44687823331464
SL-RIs,165.85945772167284
SL-RIs,162.94371123433743
SL-RIs,152.58541053372656
SL-RIs,162.70727306183048
SL-RIs,141.88112098675515
SL-RIs,163.35559446942548
SL-RIs,167.5049999158326
SL-RIs,180.85707959793828
SL-RIs,161.2596385410139
SL-RIs,162.79045204116244
SL-RIs,171.41963584493186
SL-RIs,140.76319410241078
SL-RIs,151.2750820802972
SL-RIs,142.3755791926381
SL-RIs,181.42741602634274
SL-RIs,160.1144501881301
SL-RIs,153.68009555955337
SL-RIs,166.67262631678466
SL-RIs,157.79989786618071
SL-RIs,143.0402525228229
SL-RIs,163.8733221055671
SL-RIs,175.39767096728036
SL-RIs,186.8332293309322
SL-RIs,157.29283146000625
SL-RIs,167.74094351793065
SL-RIs,154.7219412259855
SL-RIs,171.13836862442804
SL-RIs,153.72705718735114
SL-RIs,171.55070667767
SL-RIs,153.36770507466204
SL-RIs,186.35386155968578
SL-RIs,182.92197376592918
SL-RIs,166.66334974499068
SL-RIs,150.5626236206294
SL-RIs,163.4370817033355
SL-RIs,157.2307212792136
SL-RIs,149.4225692632547
SL-RIs,114.25409415044624
SL-RIs,154.39081534174903
SL-RIs,173.9485704468571
SL-RIs,133.25375946707572
SL-RIs,156.15932023024058
SL-RIs,161.07674209318367
SL-RIs,157.09834934240823
SL-RIs,157.61414751766364
SL-RIs,170.32388800785435
SL-RIs,169.85512824622526
SL-RIs,175.5861521909563
SL-RIs,152.66255222154513
SL-RIs,166.59120165544505
SL-RIs,173.59085835174744
SL-RIs,155.1492173086114
SL-RIs,175.756480253802
SL-RIs,145.0231268323353
SL-RIs,183.7547220207449
SL-RIs,156.38908965843777
SL-RIs,168.7061312054666
SL-RIs,166.30042009456756
SL-RIs,172.3819218879133
SL-RIs,137.19677958306963
SL-RIs,188.80688772700617
SL-RIs,153.07786961706006
SL-RIs,162.12817393668496
SL-RIs,157.6225535192699
SL-RIs,138.3543121864429
SL-RIs,193.37584047559642
SL-RIs,151.6810064139843
SL-RIs,144.45419625084054
SL-RIs,150.83957138487847
SL-RIs,152.7266818519862
SL-RIs,179.4271030849107
SL-RIs,147.53884485200047
SL-RIs,153.50774452108007
SL-RIs,151.15056160361175
SL-RIs,136.60219633591925
SL-RIs,170.5761585394815
SL-RIs,166.20867619162115
SL-RIs,156.84959348007195
SL-RIs,146.21057832219225
SL-RIs,148.79913524861905
SL-RIs,168.83643726464913
SL-RIs,190.93215580938707
SL-RIs,171.55966004650617
SL-RIs,175.36978641139999
SL-RIs,161.8537371784842
SL-RIs,172.02975910954828
SL-RIs,184.04108248579544
SL-RIs,160.30123838665193
SL-RIs,189.192112635826
SL-RIs,154.36018485091407
SL-RIs,168.6567426979034
SL-RIs,173.92635579947748
SL-RIs,172.19663670920255
SL-RIs,164.9686473968839
SL-RIs,160.43946961690372
SL-RIs,156.49855234442387
SL-RIs,156.1331792097137
SL-RIs,160.38084428178541
