class_ir,delta
Retained,0.36945464158269536
Retained,0.3861807655648179
Retained,0.38915945489119247
Retained,0.3965293439864593
Retained,0.35028029548585615
Retained,0.3855085227150503
Retained,0.3979240774667741
Retained,0.3700774295277026
Retained,0.39121935233268057
Retained,0.4321753868631792
Retained,0.4056775475025423
Retained,0.37593045672663994
Retained,0.3845563642560871
Retained,0.3808053507267249
Retained,0.4408075103712744
Retained,0.39167715228924427
Retained,0.38673825353845526
Retained,0.39636922015163406
Retained,0.3727840079765537
Retained,0.36163364319431063
Retained,0.3999844916085766
Retained,0.4056947975354207
Retained,0.401555776952106
Retained,0.3993723395263705
Retained,0.3752325102313128
Retained,0.3666595372137378
Retained,0.3917794273243664
Retained,0.36809274776403783
Retained,0.3906639899936609
Retained,0.3574532561578897
Retained,0.3613920087823446
Retained,0.4112308019060937
Retained,0.37819057832930364
Retained,0.42638484003400406
Retained,0.36638030453625303
Retained,0.3902605669789336
Retained,0.3437499284095239
Retained,0.3818541689323792
Retained,0.3760205942389902
Retained,0.38786903946952717
Retained,0.4332792297968572
Retained,0.3911522626726077
Retained,0.4076174757139257
Retained,0.40618587740318407
Retained,0.4222557153045796
Retained,0.4015127772807255
Retained,0.40731509233330343
Retained,0.3938249394531535
Retained,0.40206561942515845
Retained,0.36836486779676875
Retained,0.4056622610010835
Retained,0.37963123677476834
Retained,0.41084804898847943
Retained,0.3848384106930924
Retained,0.37464034665413193
Retained,0.4034983917627058
Retained,0.3855465923471437
Retained,0.39411836726874283
Retained,0.4142002141221371
Retained,0.38766989472349167
Retained,0.3707163577521594
Retained,0.40750572295396087
Retained,0.3928522734152124
Retained,0.37249133174624793
Retained,0.38864085830965467
Retained,0.3971811295817639
Retained,0.40682794744639317
Retained,0.39917749830928817
Retained,0.3843156180302387
Retained,0.4295305244261743
Retained,0.3676043791266589
Retained,0.3886256502008802
Retained,0.374731906584413
Retained,0.4048579851324382
Retained,0.3954162110897752
Retained,0.36222046101025557
Retained,0.4038276110106551
Retained,0.38915035393390734
Retained,0.40168068868249096
Retained,0.3829923935537679
Retained,0.4346181877870441
Retained,0.3858255612728726
Retained,0.4158780399718256
Retained,0.386004300808206
Retained,0.3822821445953353
Retained,0.4125920547224746
Retained,0.3871683796730787
Retained,0.4012777123192523
Retained,0.39481716031135466
Retained,0.36564247185092674
Retained,0.3759130661939484
Retained,0.41472498728575014
Retained,0.3786263137677846
Retained,0.4014462012310881
Retained,0.38695502192654185
Retained,0.40431749663436717
Retained,0.41039063031259765
Retained,0.37669102299438284
Retained,0.3907903088013064
Retained,0.4194028090690117
Retained,0.3627367752269844
Retained,0.37084105240640075
Retained,0.40169111133775176
Retained,0.4029760066571945
Retained,0.3952613518052716
Retained,0.3772550904238088
Retained,0.37734766379573953
Retained,0.3674264792867705
Retained,0.3949104971690201
Retained,0.41045634102986267
Retained,0.3972642068385159
Retained,0.40277630584070645
Retained,0.3425431194549306
Retained,0.397654405219794
Retained,0.39072211411924285
Retained,0.3890526109773134
Retained,0.3870427342198998
Retained,0.39448398621815645
Retained,0.41361165893139157
Retained,0.38261490976508994
Retained,0.441781414433536
